Antecedent,Consequent,Support,Support_Percentage,Confidence,Lift
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('PACK OF 60 DINOSAUR CAKE CASES',)",105,0.7462686567164178,0.5223880597014925,0.0008563738683631026
"('PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",122,0.867093105899076,0.5147679324894515,0.0005571081520448609
"('PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('PACK OF 60 DINOSAUR CAKE CASES',)",122,0.867093105899076,0.5191489361702127,0.000851063829787234
"('PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",128,0.9097370291400142,0.540084388185654,0.0004676055308966701
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('PACK OF 60 DINOSAUR CAKE CASES',)",165,1.1727078891257996,0.5709342560553633,0.000935957796812071
"('PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",165,1.1727078891257996,0.6962025316455697,0.0006144770800049158
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",126,0.8955223880597015,0.5185185185185185,0.0004489337822671156
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",138,0.9808102345415779,0.5679012345679012,0.0006146117257228368
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",173,1.2295664534470503,0.7119341563786008,0.0006283620091602831
"('PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",153,1.0874200426439231,0.523972602739726,0.0004536559331079879
"('PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",153,1.0874200426439231,0.5483870967741935,0.0005934925289763999
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",189,1.3432835820895521,0.5294117647058824,0.0004583651642475172
"('PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",189,1.3432835820895521,0.6774193548387096,0.0005978988127437861
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",196,1.3930348258706469,0.5490196078431373,0.0005941770647653001
"('PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",196,1.3930348258706469,0.6712328767123288,0.0005924385496137059
"('JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG RED RETROSPOT')","('JUMBO SHOPPER VINTAGE RED PAISLEY',)",100,0.7107320540156361,0.5102040816326531,0.0005600483881807388
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK VINTAGE PAISLEY')","('JUMBO STORAGE BAG SUKI',)",100,0.7107320540156361,0.5050505050505051,0.0005260942760942761
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK VINTAGE PAISLEY')","('JUMBO BAG STRAWBERRY',)",108,0.767590618336887,0.5454545454545454,0.0006269592476489029
"('JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO STORAGE BAG SUKI')","('JUMBO BAG STRAWBERRY',)",119,0.845771144278607,0.519650655021834,0.0005972996034733724
"('JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG PINK WITH WHITE SPOTS')","('JUMBO BAG SCANDINAVIAN PAISLEY',)",100,0.7107320540156361,0.6289308176100629,0.0009951436987500994
"('JUMBO BAG PINK WITH WHITE SPOTS', 'JUMBO BAG SCANDINAVIAN PAISLEY')","('JUMBO BAG PINK VINTAGE PAISLEY',)",100,0.7107320540156361,0.5376344086021505,0.0008506873553831496
"('JUMBO BAG PINK WITH WHITE SPOTS', 'JUMBO BAG SCANDINAVIAN PAISLEY')","('JUMBO SHOPPER VINTAGE RED PAISLEY',)",109,0.7746979388770434,0.5860215053763441,0.0006432727830695325
"('JUMBO BAG PINK WITH WHITE SPOTS', 'JUMBO BAG SCANDINAVIAN PAISLEY')","('JUMBO BAG STRAWBERRY',)",119,0.845771144278607,0.6397849462365591,0.0007353849956742059
"('JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG RED RETROSPOT')","('JUMBO BAG SCANDINAVIAN PAISLEY',)",102,0.7249466950959489,0.5204081632653061,0.000823430638078016
"('JUMBO BAG RED RETROSPOT', 'JUMBO BAG SCANDINAVIAN PAISLEY')","('JUMBO BAG PINK VINTAGE PAISLEY',)",102,0.7249466950959489,0.5151515151515151,0.0008151131568853088
"('JUMBO BAG RED RETROSPOT', 'JUMBO BAG SCANDINAVIAN PAISLEY')","('JUMBO SHOPPER VINTAGE RED PAISLEY',)",106,0.7533759772565742,0.5353535353535354,0.000587654813779951
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG SCANDINAVIAN PAISLEY')","('JUMBO STORAGE BAG SUKI',)",113,0.8031272210376688,0.5067264573991032,0.0005278400597907324
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG SCANDINAVIAN PAISLEY')","('JUMBO BAG STRAWBERRY',)",123,0.8742004264392323,0.5515695067264574,0.000633987938766043
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK VINTAGE PAISLEY')","('JUMBO BAG SCANDINAVIAN PAISLEY',)",124,0.8813077469793886,0.6262626262626263,0.0009909218769978264
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG SCANDINAVIAN PAISLEY')","('JUMBO BAG PINK VINTAGE PAISLEY',)",124,0.8813077469793886,0.5560538116591929,0.0008798319804734063
"('JUMBO BAG SCANDINAVIAN PAISLEY', 'JUMBO SHOPPER VINTAGE RED PAISLEY')","('JUMBO STORAGE BAG SUKI',)",131,0.9310589907604833,0.5097276264591439,0.0005309662775616083
"('JUMBO BAG SCANDINAVIAN PAISLEY', 'JUMBO STORAGE BAG SUKI')","('JUMBO SHOPPER VINTAGE RED PAISLEY',)",131,0.9310589907604833,0.5550847457627118,0.000609313661649519
"('JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO STORAGE BAG SUKI')","('JUMBO BAG SCANDINAVIAN PAISLEY',)",133,0.9452736318407959,0.5807860262008734,0.0009189652313304959
"('JUMBO BAG SCANDINAVIAN PAISLEY', 'JUMBO STORAGE BAG SUKI')","('JUMBO BAG PINK VINTAGE PAISLEY',)",133,0.9452736318407959,0.5635593220338984,0.00089170778802832
"('JUMBO BAG SCANDINAVIAN PAISLEY', 'JUMBO BAG STRAWBERRY')","('JUMBO STORAGE BAG SUKI',)",137,0.9737029140014215,0.5209125475285171,0.000542617237008872
"('JUMBO BAG SCANDINAVIAN PAISLEY', 'JUMBO STORAGE BAG SUKI')","('JUMBO BAG STRAWBERRY',)",137,0.9737029140014215,0.5805084745762712,0.0006672511202026106
"('JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO SHOPPER VINTAGE RED PAISLEY')","('JUMBO BAG SCANDINAVIAN PAISLEY',)",140,0.9950248756218906,0.6086956521739131,0.0009631260319207485
"('JUMBO BAG SCANDINAVIAN PAISLEY', 'JUMBO SHOPPER VINTAGE RED PAISLEY')","('JUMBO BAG PINK VINTAGE PAISLEY',)",140,0.9950248756218906,0.5447470817120622,0.0008619415849874403
"('JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG SCANDINAVIAN PAISLEY')","('JUMBO BAG STRAWBERRY',)",158,1.122956645344705,0.5146579804560261,0.0005915608970758921
"('JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG STRAWBERRY')","('JUMBO BAG SCANDINAVIAN PAISLEY',)",158,1.122956645344705,0.6422764227642277,0.0010162601626016261
"('JUMBO BAG SCANDINAVIAN PAISLEY', 'JUMBO BAG STRAWBERRY')","('JUMBO BAG PINK VINTAGE PAISLEY',)",158,1.122956645344705,0.6007604562737643,0.0009505703422053232
"('COOK WITH WINE METAL SIGN', 'WHITE HANGING HEART T-LIGHT HOLDER')","('GIN + TONIC DIET METAL SIGN',)",114,0.810234541577825,0.5428571428571428,0.0007326007326007326
"('HAND OVER THE CHOCOLATE   SIGN', 'PLEASE ONE PERSON METAL SIGN')","('COOK WITH WINE METAL SIGN',)",121,0.8599857853589197,0.5353982300884956,0.0008444767036096145
"('COOK WITH WINE METAL SIGN', 'HAND OVER THE CHOCOLATE   SIGN')","('GIN + TONIC DIET METAL SIGN',)",154,1.0945273631840797,0.6285714285714286,0.0008482745324850587
"('GIN + TONIC DIET METAL SIGN', 'HAND OVER THE CHOCOLATE   SIGN')","('COOK WITH WINE METAL SIGN',)",154,1.0945273631840797,0.56,0.0008832807570977918
"('COOK WITH WINE METAL SIGN', 'PLEASE ONE PERSON METAL SIGN')","('GIN + TONIC DIET METAL SIGN',)",154,1.0945273631840797,0.6209677419354839,0.0008380131470114492
"('GIN + TONIC DIET METAL SIGN', 'PLEASE ONE PERSON METAL SIGN')","('COOK WITH WINE METAL SIGN',)",154,1.0945273631840797,0.5923076923076923,0.0009342392623149721
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH')","('WOODEN PICTURE FRAME WHITE FINISH',)",148,1.0518834399431414,0.519298245614035,0.0006434922498315181
"('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WHITE HANGING HEART T-LIGHT HOLDER',)",148,1.0518834399431414,0.5670498084291188,0.0001952650855472172
"('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WOODEN PICTURE FRAME WHITE FINISH',)",224,1.5920398009950247,0.7133757961783439,0.0008839848775444162
"('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE',)",224,1.5920398009950247,0.8582375478927203,0.0008651588184402422
"('WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH')","('WOODEN FRAME ANTIQUE WHITE',)",167,1.1869225302061124,0.5859649122807018,0.0005906904357668364
"('WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE')","('WHITE HANGING HEART T-LIGHT HOLDER',)",167,1.1869225302061124,0.5318471337579618,0.00018314295239599235
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",104,0.7391613361762616,0.5174129353233831,0.0005599707092244406
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",128,0.9097370291400142,0.6368159203980099,0.0005620617126196027
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",158,1.122956645344705,0.5467128027681661,0.0005916805224763702
"('PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",158,1.122956645344705,0.6723404255319149,0.0005934160860828904
"('60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",150,1.0660980810234542,0.5190311418685121,0.0004493776120073698
"('PACK OF 72 RETRO SPOT CAKE CASES', 'PACK OF 72 SKULL CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",150,1.0660980810234542,0.5535055350553506,0.0004885309223789502
"('72 SWEETHEART FAIRY CAKE CASES', 'WHITE HANGING HEART T-LIGHT HOLDER')","('60 TEATIME FAIRY CAKE CASES',)",101,0.7178393745557924,0.5611111111111111,0.0004952436991271943
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",153,1.0874200426439231,0.5168918918918919,0.0004475254475254475
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",153,1.0874200426439231,0.5368421052631579,0.0005809979494190021
"('60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES')","('PACK OF 72 RETRO SPOT CAKE CASES',)",183,1.300639658848614,0.5069252077562327,0.00043889628377163003
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",183,1.300639658848614,0.6421052631578947,0.0005667301528313281
"('60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES')","('PACK OF 60 PINK PAISLEY CAKE CASES',)",207,1.4712153518123667,0.5734072022160664,0.0006205705651689031
"('72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES')","('60 TEATIME FAIRY CAKE CASES',)",207,1.4712153518123667,0.6993243243243243,0.0006172324133489182
"('CHOCOLATE HOT WATER BOTTLE', 'RED WOOLLY HOTTIE WHITE HEART.')","('HOT WATER BOTTLE TEA AND SYMPATHY',)",100,0.7107320540156361,0.6211180124223602,0.0007528703180877094
"('HOT WATER BOTTLE TEA AND SYMPATHY', 'RED WOOLLY HOTTIE WHITE HEART.')","('CHOCOLATE HOT WATER BOTTLE',)",100,0.7107320540156361,0.5154639175257731,0.0006516610841033795
"('JUMBO BAG PINK WITH WHITE SPOTS', 'LUNCH BAG SUKI  DESIGN')","('JUMBO STORAGE BAG SUKI',)",102,0.7249466950959489,0.6455696202531646,0.0006724683544303798
"('JUMBO BAG PINK WITH WHITE SPOTS', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG PINK RETROSPOT',)",114,0.810234541577825,0.7215189873417721,0.0009938278062558844
"('JUMBO BAG PINK WITH WHITE SPOTS', 'LUNCH BAG PINK RETROSPOT')","('LUNCH BAG RED SPOTTY',)",137,0.9737029140014215,0.5805084745762712,0.0005497239342578326
"('JUMBO BAG PINK WITH WHITE SPOTS', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG PINK RETROSPOT',)",137,0.9737029140014215,0.7405405405405405,0.0010200282927555655
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK WITH WHITE SPOTS')","('JUMBO STORAGE BAG SUKI',)",104,0.7391613361762616,0.538860103626943,0.0005613126079447323
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK WITH WHITE SPOTS')","('JUMBO BAG STRAWBERRY',)",119,0.845771144278607,0.616580310880829,0.0007087130010124471
"('JUMBO BAG PINK WITH WHITE SPOTS', 'JUMBO BAG RED RETROSPOT')","('JUMBO BAG STRAWBERRY',)",120,0.8528784648187633,0.5194805194805194,0.0005971040453799074
"('JUMBO BAG STRAWBERRY', 'LUNCH BAG PINK RETROSPOT')","('JUMBO BAG PINK WITH WHITE SPOTS',)",101,0.7178393745557924,0.6778523489932886,0.000957418572024419
"('JUMBO BAG PINK WITH WHITE SPOTS', 'JUMBO SHOPPER VINTAGE RED PAISLEY')","('JUMBO STORAGE BAG SUKI',)",139,0.9879175550817342,0.5346153846153846,0.0005568910256410257
"('JUMBO BAG PINK WITH WHITE SPOTS', 'JUMBO STORAGE BAG SUKI')","('JUMBO SHOPPER VINTAGE RED PAISLEY',)",139,0.9879175550817342,0.5346153846153846,0.000586844549522925
"('JUMBO BAG PINK WITH WHITE SPOTS', 'JUMBO BAG STRAWBERRY')","('JUMBO STORAGE BAG SUKI',)",147,1.0447761194029852,0.5104166666666666,0.0005316840277777777
"('JUMBO BAG PINK WITH WHITE SPOTS', 'JUMBO STORAGE BAG SUKI')","('JUMBO BAG STRAWBERRY',)",147,1.0447761194029852,0.5653846153846154,0.0006498673740053051
"('JUMBO BAG PINK WITH WHITE SPOTS', 'JUMBO SHOPPER VINTAGE RED PAISLEY')","('JUMBO BAG STRAWBERRY',)",130,0.9239516702203269,0.5,0.0005747126436781609
"('HAND OVER THE CHOCOLATE   SIGN', 'PLEASE ONE PERSON METAL SIGN')","('GIN + TONIC DIET METAL SIGN',)",123,0.8742004264392323,0.5442477876106194,0.0007344774461681775
"('JUMBO STORAGE BAG SUKI', 'LUNCH BAG PINK RETROSPOT')","('LUNCH BAG RED SPOTTY',)",103,0.7320540156361052,0.6319018404907976,0.0005983918944041643
"('JUMBO STORAGE BAG SUKI', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG PINK RETROSPOT',)",103,0.7320540156361052,0.5099009900990099,0.0007023429615688842
"('JUMBO STORAGE BAG SUKI', 'LUNCH BAG PINK RETROSPOT')","('LUNCH BAG SUKI  DESIGN',)",119,0.845771144278607,0.7300613496932515,0.0007668711656441718
"('LUNCH BAG PINK RETROSPOT', 'WHITE HANGING HEART T-LIGHT HOLDER')","('LUNCH BAG RED SPOTTY',)",111,0.7889125799573561,0.6065573770491803,0.0005743914555389965
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT')","('LUNCH BAG WOODLAND',)",146,1.0376687988628288,0.5069444444444444,0.0006466128117913832
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG WOODLAND')","('LUNCH BAG  BLACK SKULL.',)",146,1.0376687988628288,0.5748031496062992,0.0005968880058217022
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",147,1.0447761194029852,0.5787401574803149,0.0006832823583002538
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG WOODLAND')","('LUNCH BAG SPACEBOY DESIGN',)",147,1.0447761194029852,0.5787401574803149,0.0006366778410124477
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",154,1.0945273631840797,0.6062992125984252,0.0006368689207966651
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",183,1.300639658848614,0.7204724409448819,0.0006822655690765927
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG PINK RETROSPOT',)",183,1.300639658848614,0.5289017341040463,0.0007285147852672813
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT')","('LUNCH BAG SUKI  DESIGN',)",161,1.144278606965174,0.5590277777777778,0.0005872140522875817
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT')","('LUNCH BAG SPACEBOY DESIGN',)",168,1.1940298507462688,0.5833333333333334,0.0006417308397506417
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG  BLACK SKULL.',)",168,1.1940298507462688,0.5299684542586751,0.0005503306897805556
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK RETROSPOT')","('LUNCH BAG RED SPOTTY',)",188,1.336176261549396,0.6527777777777778,0.0006181607744107744
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT')","('LUNCH BAG SPACEBOY DESIGN',)",154,1.0945273631840797,0.5167785234899329,0.0005685132271616423
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT')","('LUNCH BAG SUKI  DESIGN',)",165,1.1727078891257996,0.5536912751677853,0.0005816084823191021
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG CARS BLUE',)",165,1.1727078891257996,0.5030487804878049,0.0005939182768451061
"('LUNCH BAG CARS BLUE', 'LUNCH BAG PINK RETROSPOT')","('LUNCH BAG RED SPOTTY',)",181,1.2864250177683012,0.6073825503355704,0.0005751728696359569
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG RED SPOTTY',)",179,1.2722103766879886,0.5646687697160884,0.0005347242137462957
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG PINK RETROSPOT',)",179,1.2722103766879886,0.5440729483282675,0.0007494117745568422
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG SUKI  DESIGN',)",191,1.357498223169865,0.6025236593059937,0.0006329030034726824
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG SPACEBOY DESIGN',)",191,1.357498223169865,0.5823170731707317,0.0006406128417719821
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG SUKI  DESIGN',)",204,1.4498933901918978,0.5177664974619289,0.0005438723712835388
"('LUNCH BAG PINK RETROSPOT', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG RED SPOTTY',)",204,1.4498933901918978,0.6219512195121951,0.0005889689578713969
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG PINK RETROSPOT',)",204,1.4498933901918978,0.5779036827195467,0.0007960105822583289
"('60 TEATIME FAIRY CAKE CASES', 'SET/20 RED SPOTTY PAPER NAPKINS')","('PACK OF 72 RETRO SPOT CAKE CASES',)",113,0.8031272210376688,0.6848484848484848,0.0005929424111242293
"('JUMBO STORAGE BAG SUKI', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",106,0.7533759772565742,0.6838709677419355,0.000718351856871781
"('LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",167,1.1869225302061124,0.5154320987654321,0.00048809857837635615
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",174,1.236673773987207,0.5272727272727272,0.0005538579067990832
"('LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG  BLACK SKULL.',)",174,1.236673773987207,0.5370370370370371,0.0005576708588131225
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI  DESIGN')","('LUNCH BAG WOODLAND',)",183,1.300639658848614,0.5013698630136987,0.0006395023762929829
"('LUNCH BAG CARS BLUE', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",183,1.300639658848614,0.538235294117647,0.0005653732081067721
"('LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",183,1.300639658848614,0.5648148148148148,0.000666841575932485
"('LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG SUKI  DESIGN',)",203,1.4427860696517412,0.6114457831325302,0.0006422749822820695
"('LUNCH BAG SUKI  DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG SPACEBOY DESIGN',)",203,1.4427860696517412,0.6265432098765432,0.0006892664575099486
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",168,1.1940298507462688,0.509090909090909,0.00048209366391184575
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND')","('LUNCH BAG SPACEBOY DESIGN',)",182,1.2935323383084576,0.5515151515151515,0.0006067273394006067
"('LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG  BLACK SKULL.',)",182,1.2935323383084576,0.5481927710843374,0.0005692552140024272
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE')","('LUNCH BAG WOODLAND',)",192,1.3646055437100213,0.5800604229607251,0.0007398729884703126
"('LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",192,1.3646055437100213,0.5818181818181818,0.0006869163893957282
"('LUNCH BAG CARS BLUE', 'LUNCH BAG WOODLAND')","('LUNCH BAG  BLACK SKULL.',)",192,1.3646055437100213,0.5647058823529412,0.0005864027854132307
"('LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN')","('LUNCH BAG WOODLAND',)",177,1.2579957356076759,0.5654952076677316,0.0007212949077394536
"('LUNCH BAG CARS BLUE', 'LUNCH BAG WOODLAND')","('LUNCH BAG SPACEBOY DESIGN',)",177,1.2579957356076759,0.5205882352941177,0.000572704329256455
"('LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",177,1.2579957356076759,0.5331325301204819,0.000629436281133981
"('LUNCH BAG CARS BLUE', 'LUNCH BAG RED SPOTTY')","('LUNCH BAG WOODLAND',)",186,1.3219616204690832,0.5,0.0006377551020408163
"('LUNCH BAG CARS BLUE', 'LUNCH BAG WOODLAND')","('LUNCH BAG RED SPOTTY',)",186,1.3219616204690832,0.5470588235294118,0.000518048128342246
"('LUNCH BAG RED SPOTTY', 'LUNCH BAG WOODLAND')","('LUNCH BAG CARS BLUE',)",186,1.3219616204690832,0.5375722543352601,0.0006346779862281701
"('HOT WATER BOTTLE TEA AND SYMPATHY', 'SCOTTIE DOG HOT WATER BOTTLE')","('CHOCOLATE HOT WATER BOTTLE',)",131,0.9310589907604833,0.5550847457627118,0.0007017506267543766
"('REGENCY CAKESTAND 3 TIER', 'STRAWBERRY CERAMIC TRINKET BOX')","('SWEETHEART CERAMIC TRINKET BOX',)",102,0.7249466950959489,0.6071428571428571,0.0007542147293700088
"('REGENCY CAKESTAND 3 TIER', 'SWEETHEART CERAMIC TRINKET BOX')","('STRAWBERRY CERAMIC TRINKET BOX',)",102,0.7249466950959489,0.7391304347826086,0.0005703166935050993
"('60 TEATIME FAIRY CAKE CASES', 'STRAWBERRY CERAMIC TRINKET BOX')","('SWEETHEART CERAMIC TRINKET BOX',)",115,0.8173418621179815,0.515695067264574,0.0006406149903907751
"('60 TEATIME FAIRY CAKE CASES', 'SWEETHEART CERAMIC TRINKET BOX')","('STRAWBERRY CERAMIC TRINKET BOX',)",115,0.8173418621179815,0.8273381294964028,0.000638378186339817
"('SWEETHEART CERAMIC TRINKET BOX', 'WHITE HANGING HEART T-LIGHT HOLDER')","('STRAWBERRY CERAMIC TRINKET BOX',)",167,1.1869225302061124,0.7990430622009569,0.0006165455726859236
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO SHOPPER VINTAGE RED PAISLEY')","('JUMBO STORAGE BAG SUKI',)",130,0.9239516702203269,0.5371900826446281,0.000559573002754821
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG STRAWBERRY')","('JUMBO STORAGE BAG SUKI',)",153,1.0874200426439231,0.504950495049505,0.000525990099009901
"('JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI')","('JUMBO BAG STRAWBERRY',)",153,1.0874200426439231,0.5275862068965518,0.0006064209274673009
"('RED HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH')","('WHITE HANGING HEART T-LIGHT HOLDER',)",112,0.7960199004975124,0.8484848484848485,0.00029217797812839134
