Itemset,Size,Support_Count,Support_Percentage,Support_Decimal
"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",2,331,2.35%,0.023525230987917554
"LUNCH BAG  BLACK SKULL., STRAWBERRY CERAMIC TRINKET BOX",2,129,0.92%,0.009168443496801706
"STRAWBERRY CERAMIC TRINKET BOX, SWEETHEART CERAMIC TRINKET BOX",2,622,4.42%,0.044207533759772565
"FAWN BLUE HOT WATER BOTTLE, RED WOOLLY HOTTIE WHITE HEART.",2,117,0.83%,0.008315565031982943
"FELTCRAFT DOLL MOLLY, PINK BLUE FELT CRAFT TRINKET BOX",2,113,0.80%,0.008031272210376687
"FELTCRAFT DOLL MOLLY, PINK CREAM FELT CRAFT TRINKET BOX",2,126,0.90%,0.008955223880597015
"PINK CREAM FELT CRAFT TRINKET BOX, STRAWBERRY CERAMIC TRINKET BOX",2,106,0.75%,0.007533759772565742
"RED HANGING HEART T-LIGHT HOLDER, RED WOOLLY HOTTIE WHITE HEART.",2,107,0.76%,0.007604832977967307
"RED HANGING HEART T-LIGHT HOLDER, STRAWBERRY CERAMIC TRINKET BOX",2,119,0.85%,0.00845771144278607
"RED WOOLLY HOTTIE WHITE HEART., WHITE SKULL HOT WATER BOTTLE",2,121,0.86%,0.008599857853589197
"CHICK GREY HOT WATER BOTTLE, SCOTTIE DOG HOT WATER BOTTLE",2,151,1.07%,0.010732054015636105
"STRAWBERRY CERAMIC TRINKET BOX, TEA TIME CAKE STAND IN GIFT BOX",2,112,0.80%,0.007960199004975124
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED WHITE SPOTTY",2,122,0.87%,0.00867093105899076
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO STORAGE BAG SKULLS",2,183,1.30%,0.01300639658848614
"JUMBO  BAG BAROQUE BLACK WHITE, LUNCH BAG  BLACK SKULL.",2,134,0.95%,0.009523809523809525
"JUMBO  BAG BAROQUE BLACK WHITE, LUNCH BAG RED SPOTTY",2,136,0.97%,0.009665955934612652
"JUMBO STORAGE BAG SKULLS, LUNCH BAG  BLACK SKULL.",2,167,1.19%,0.011869225302061123
"JUMBO STORAGE BAG SKULLS, LUNCH BAG RED SPOTTY",2,120,0.85%,0.008528784648187633
"LUNCH BAG  BLACK SKULL., LUNCH BAG RED SPOTTY",2,403,2.86%,0.028642501776830136
"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND",2,330,2.35%,0.023454157782515993
"LUNCH BAG  BLACK SKULL., RED SPOTTY CHARLOTTE BAG",2,124,0.88%,0.008813077469793887
"LUNCH BAG  BLACK SKULL., WOODLAND CHARLOTTE BAG",2,110,0.78%,0.007818052594171997
"LUNCH BAG RED SPOTTY, WOODLAND CHARLOTTE BAG",2,122,0.87%,0.00867093105899076
"LUNCH BAG WOODLAND, WOODLAND CHARLOTTE BAG",2,140,1.00%,0.009950248756218905
"RED SPOTTY CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",2,224,1.59%,0.015920398009950248
"FELTCRAFT DOLL MOLLY, FELTCRAFT DOLL ROSIE",2,223,1.58%,0.015849324804548686
"BAKING SET 9 PIECE RETROSPOT, PACK OF 72 RETRO SPOT CAKE CASES",2,167,1.19%,0.011869225302061123
"BAKING SET 9 PIECE RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER",2,133,0.95%,0.00945273631840796
"CREAM HEART CARD HOLDER, WHITE HANGING HEART T-LIGHT HOLDER",2,322,2.29%,0.022885572139303482
"DOOR MAT NEW ENGLAND, WHITE HANGING HEART T-LIGHT HOLDER",2,139,0.99%,0.009879175550817342
"PACK OF 72 RETRO SPOT CAKE CASES, RED SPOTTY ROUND CAKE TINS",2,124,0.88%,0.008813077469793887
"PACK OF 72 RETRO SPOT CAKE CASES, RED SPOTTY SHOPPER BAG",2,115,0.82%,0.008173418621179816
"PACK OF 72 RETRO SPOT CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",2,231,1.64%,0.016417910447761194
"POTTERING IN THE SHED METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,163,1.16%,0.011584932480454868
"RIBBON REEL STRIPES DESIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,120,0.85%,0.008528784648187633
"VINTAGE UNION JACK BUNTING, VINTAGE UNION JACK CUSHION COVER",2,140,1.00%,0.009950248756218905
"VINTAGE UNION JACK BUNTING, WHITE HANGING HEART T-LIGHT HOLDER",2,214,1.52%,0.015209665955934613
"VINTAGE UNION JACK CUSHION COVER, WHITE HANGING HEART T-LIGHT HOLDER",2,151,1.07%,0.010732054015636105
"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN PICTURE FRAME WHITE FINISH",2,383,2.72%,0.027221037668798864
"WOOD S/3 CABINET ANT WHITE FINISH, WOODEN PICTURE FRAME WHITE FINISH",2,261,1.86%,0.018550106609808104
"JUMBO BAG WOODLAND ANIMALS, WOODLAND CHARLOTTE BAG",2,104,0.74%,0.0073916133617626155
"PACK OF 72 RETRO SPOT CAKE CASES, SET OF 72 RETRO SPOT PAPER  DOILIES",2,235,1.67%,0.016702203269367447
"POSTAGE, WOODLAND CHARLOTTE BAG",2,122,0.87%,0.00867093105899076
"ANTIQUE SILVER TEA GLASS ETCHED, ASSORTED COLOUR BIRD ORNAMENT",2,155,1.10%,0.01101634683724236
"72 SWEETHEART FAIRY CAKE CASES, PACK OF 60 MUSHROOM CAKE CASES",2,156,1.11%,0.011087420042643924
"HEART IVORY TRELLIS LARGE, HEART IVORY TRELLIS SMALL",2,163,1.16%,0.011584932480454868
"HEART IVORY TRELLIS LARGE, ZINC METAL HEART DECORATION",2,108,0.77%,0.00767590618336887
"HEART IVORY TRELLIS SMALL, ZINC METAL HEART DECORATION",2,101,0.72%,0.007178393745557924
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG SCANDINAVIAN PAISLEY",2,223,1.58%,0.015849324804548686
"WOODEN FRAME ANTIQUE WHITE, WOODEN PICTURE FRAME WHITE FINISH",2,554,3.94%,0.03937455579246624
"HEART FILIGREE DOVE  SMALL, HEART FILIGREE DOVE LARGE",2,164,1.17%,0.011656005685856433
"VINTAGE HEADS AND TAILS CARD GAME, WOODEN BOX OF DOMINOES",2,128,0.91%,0.009097370291400142
"GIN + TONIC DIET METAL SIGN, STRAWBERRY CERAMIC TRINKET BOX",2,114,0.81%,0.00810234541577825
"GREY HEART HOT WATER BOTTLE, WHITE HANGING HEART T-LIGHT HOLDER",2,142,1.01%,0.010092395167022032
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG STRAWBERRY",2,246,1.75%,0.017484008528784647
"JUMBO BAG SCANDINAVIAN PAISLEY, JUMBO BAG STRAWBERRY",2,263,1.87%,0.01869225302061123
"JUMBO BAG STRAWBERRY, WHITE HANGING HEART T-LIGHT HOLDER",2,206,1.46%,0.014641080312722104
"60 TEATIME FAIRY CAKE CASES, PACK OF 60 DINOSAUR CAKE CASES",2,357,2.54%,0.025373134328358207
"60 TEATIME FAIRY CAKE CASES, PACK OF 72 SKULL CAKE CASES",2,289,2.05%,0.020540156361051883
"60 TEATIME FAIRY CAKE CASES, SWEETHEART CERAMIC TRINKET BOX",2,139,0.99%,0.009879175550817342
"PACK OF 60 DINOSAUR CAKE CASES, PACK OF 60 PINK PAISLEY CAKE CASES",2,292,2.08%,0.020753375977256575
"PACK OF 60 DINOSAUR CAKE CASES, PACK OF 72 RETRO SPOT CAKE CASES",2,279,1.98%,0.01982942430703625
"PACK OF 60 DINOSAUR CAKE CASES, PACK OF 72 SKULL CAKE CASES",2,237,1.68%,0.016844349680170574
"PACK OF 60 PINK PAISLEY CAKE CASES, PACK OF 72 RETRO SPOT CAKE CASES",2,409,2.91%,0.029068941009239516
"PACK OF 60 PINK PAISLEY CAKE CASES, PACK OF 72 SKULL CAKE CASES",2,235,1.67%,0.016702203269367447
"PACK OF 60 PINK PAISLEY CAKE CASES, STRAWBERRY CERAMIC TRINKET BOX",2,126,0.90%,0.008955223880597015
"PACK OF 72 RETRO SPOT CAKE CASES, PACK OF 72 SKULL CAKE CASES",2,271,1.93%,0.019260838663823738
"PACK OF 72 SKULL CAKE CASES, STRAWBERRY CERAMIC TRINKET BOX",2,100,0.71%,0.007107320540156361
"HEART FILIGREE DOVE LARGE, WHITE HANGING HEART T-LIGHT HOLDER",2,194,1.38%,0.013788201847903341
"LOVE BUILDING BLOCK WORD, RED HANGING HEART T-LIGHT HOLDER",2,125,0.89%,0.008884150675195452
"LOVE BUILDING BLOCK WORD, WHITE HANGING HEART T-LIGHT HOLDER",2,370,2.63%,0.026297085998578537
"CHOCOLATE HOT WATER BOTTLE, GREY HEART HOT WATER BOTTLE",2,121,0.86%,0.008599857853589197
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG PINK VINTAGE PAISLEY",2,198,1.41%,0.014072494669509595
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO STORAGE BAG SUKI",2,290,2.06%,0.02061122956645345
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO STORAGE BAG SUKI",2,229,1.63%,0.016275764036958067
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED SPOTTY",2,202,1.44%,0.014356787491115849
"JUMBO STORAGE BAG SUKI, LUNCH BAG WOODLAND",2,155,1.10%,0.01101634683724236
"LUNCH BAG RED SPOTTY, STRAWBERRY CERAMIC TRINKET BOX",2,146,1.04%,0.010376687988628288
"JUMBO BAG RED WHITE SPOTTY, JUMBO BAG STRAWBERRY",2,150,1.07%,0.010660980810234541
"ASSORTED COLOUR BIRD ORNAMENT, PACK OF 72 RETRO SPOT CAKE CASES",2,115,0.82%,0.008173418621179816
"BEWARE OF THE CAT METAL SIGN, NO SINGING METAL SIGN",2,134,0.95%,0.009523809523809525
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG TOYS",2,111,0.79%,0.00788912579957356
"JUMBO BAG SCANDINAVIAN PAISLEY, JUMBO BAG TOYS",2,120,0.85%,0.008528784648187633
"JUMBO BAG SCANDINAVIAN PAISLEY, JUMBO STORAGE BAG SUKI",2,236,1.68%,0.016773276474769012
"JUMBO STORAGE BAG SUKI, PACK OF 72 RETRO SPOT CAKE CASES",2,117,0.83%,0.008315565031982943
"JUMBO STORAGE BAG SUKI, RED SPOTTY CHARLOTTE BAG",2,118,0.84%,0.008386638237384506
"LUNCH BAG CARS BLUE, PACK OF 72 RETRO SPOT CAKE CASES",2,112,0.80%,0.007960199004975124
"LUNCH BAG CARS BLUE, SET/5 RED SPOTTY LID GLASS BOWLS",2,101,0.72%,0.007178393745557924
"LUNCH BAG RED SPOTTY, PACK OF 72 RETRO SPOT CAKE CASES",2,222,1.58%,0.01577825159914712
"LUNCH BAG RED SPOTTY, SET/5 RED SPOTTY LID GLASS BOWLS",2,180,1.28%,0.01279317697228145
"PACK OF 72 RETRO SPOT CAKE CASES, RED SPOTTY CHARLOTTE BAG",2,141,1.00%,0.010021321961620469
"PACK OF 72 RETRO SPOT CAKE CASES, RETRO SPOT TEA SET CERAMIC 11 PC",2,116,0.82%,0.00824449182658138
"PACK OF 72 RETRO SPOT CAKE CASES, SET/5 RED SPOTTY LID GLASS BOWLS",2,209,1.49%,0.014854299928926794
"SET OF 72 RETRO SPOT PAPER  DOILIES, SET/5 RED SPOTTY LID GLASS BOWLS",2,119,0.85%,0.00845771144278607
"CHOCOLATE HOT WATER BOTTLE, KNITTED UNION FLAG HOT WATER BOTTLE",2,135,0.96%,0.009594882729211088
"60 TEATIME FAIRY CAKE CASES, 72 SWEETHEART FAIRY CAKE CASES",2,361,2.57%,0.025657427149964464
"60 TEATIME FAIRY CAKE CASES, LUNCH BAG  BLACK SKULL.",2,132,0.94%,0.009381663113006396
"60 TEATIME FAIRY CAKE CASES, LUNCH BAG RED SPOTTY",2,155,1.10%,0.01101634683724236
"60 TEATIME FAIRY CAKE CASES, LUNCH BAG WOODLAND",2,120,0.85%,0.008528784648187633
"60 TEATIME FAIRY CAKE CASES, SET/20 RED SPOTTY PAPER NAPKINS",2,165,1.17%,0.011727078891257996
"60 TEATIME FAIRY CAKE CASES, TEA TIME CAKE STAND IN GIFT BOX",2,110,0.78%,0.007818052594171997
"60 TEATIME FAIRY CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",2,284,2.02%,0.020184790334044064
"72 SWEETHEART FAIRY CAKE CASES, PACK OF 72 RETRO SPOT CAKE CASES",2,285,2.03%,0.02025586353944563
"72 SWEETHEART FAIRY CAKE CASES, SET/20 RED SPOTTY PAPER NAPKINS",2,101,0.72%,0.007178393745557924
"72 SWEETHEART FAIRY CAKE CASES, STRAWBERRY CERAMIC TRINKET BOX",2,121,0.86%,0.008599857853589197
"72 SWEETHEART FAIRY CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",2,180,1.28%,0.01279317697228145
"JUMBO BAG WOODLAND ANIMALS, LUNCH BAG WOODLAND",2,108,0.77%,0.00767590618336887
"LUNCH BAG  BLACK SKULL., PACK OF 72 RETRO SPOT CAKE CASES",2,116,0.82%,0.00824449182658138
"LUNCH BAG  BLACK SKULL., STRAWBERRY CHARLOTTE BAG",2,115,0.82%,0.008173418621179816
"LUNCH BAG  BLACK SKULL., WHITE HANGING HEART T-LIGHT HOLDER",2,230,1.63%,0.016346837242359632
"LUNCH BAG RED SPOTTY, RED SPOTTY SHOPPER BAG",2,130,0.92%,0.00923951670220327
"LUNCH BAG RED SPOTTY, SET/20 RED SPOTTY PAPER NAPKINS",2,135,0.96%,0.009594882729211088
"LUNCH BAG RED SPOTTY, STRAWBERRY CHARLOTTE BAG",2,144,1.02%,0.01023454157782516
"LUNCH BAG WOODLAND, PACK OF 72 RETRO SPOT CAKE CASES",2,119,0.85%,0.00845771144278607
"LUNCH BAG WOODLAND, STRAWBERRY CHARLOTTE BAG",2,121,0.86%,0.008599857853589197
"PACK OF 72 RETRO SPOT CAKE CASES, SET/20 RED SPOTTY PAPER NAPKINS",2,251,1.78%,0.017839374555792466
"RED SPOTTY CHARLOTTE BAG, RED SPOTTY SHOPPER BAG",2,106,0.75%,0.007533759772565742
"RED SPOTTY CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",2,244,1.73%,0.01734186211798152
"RED WOOLLY HOTTIE WHITE HEART., WHITE HANGING HEART T-LIGHT HOLDER",2,202,1.44%,0.014356787491115849
"SET/20 RED SPOTTY PAPER NAPKINS, WHITE HANGING HEART T-LIGHT HOLDER",2,162,1.15%,0.011513859275053304
"STRAWBERRY CERAMIC TRINKET BOX, WHITE HANGING HEART T-LIGHT HOLDER",2,341,2.42%,0.024235963041933192
"STRAWBERRY CHARLOTTE BAG, WHITE HANGING HEART T-LIGHT HOLDER",2,119,0.85%,0.00845771144278607
"STRAWBERRY CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",2,191,1.36%,0.01357498223169865
"SWEETHEART CERAMIC TRINKET BOX, WHITE HANGING HEART T-LIGHT HOLDER",2,209,1.49%,0.014854299928926794
"TEA TIME CAKE STAND IN GIFT BOX, WHITE HANGING HEART T-LIGHT HOLDER",2,120,0.85%,0.008528784648187633
"CHICK GREY HOT WATER BOTTLE, FAWN BLUE HOT WATER BOTTLE",2,112,0.80%,0.007960199004975124
"CREAM HEART CARD HOLDER, WOODEN FRAME ANTIQUE WHITE",2,113,0.80%,0.008031272210376687
"FAWN BLUE HOT WATER BOTTLE, SCOTTIE DOG HOT WATER BOTTLE",2,135,0.96%,0.009594882729211088
"BATHROOM METAL SIGN, HOT BATHS METAL SIGN",2,126,0.90%,0.008955223880597015
"BATHROOM METAL SIGN, TOILET METAL SIGN",2,344,2.44%,0.02444918265813788
"BATHROOM METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,203,1.44%,0.014427860696517412
"CREAM CUPID HEARTS COAT HANGER, WHITE HANGING HEART T-LIGHT HOLDER",2,229,1.63%,0.016275764036958067
"HOT BATHS METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,132,0.94%,0.009381663113006396
"METAL 4 HOOK HANGER FRENCH CHATEAU, WHITE HANGING HEART T-LIGHT HOLDER",2,182,1.29%,0.012935323383084577
"TEA TIME TEA TOWELS, WHITE HANGING HEART T-LIGHT HOLDER",2,125,0.89%,0.008884150675195452
"TOILET METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,144,1.02%,0.01023454157782516
"JUMBO BAG OWLS, JUMBO BAG STRAWBERRY",2,188,1.34%,0.013361762615493959
"JUMBO BAG STRAWBERRY, JUMBO STORAGE BAG SUKI",2,340,2.42%,0.024164889836531627
"JUMBO BAG STRAWBERRY, PACK OF 72 RETRO SPOT CAKE CASES",2,116,0.82%,0.00824449182658138
"EDWARDIAN PARASOL BLACK, WOODEN FRAME ANTIQUE WHITE",2,105,0.75%,0.007462686567164179
"HEART IVORY TRELLIS SMALL, WHITE HANGING HEART T-LIGHT HOLDER",2,188,1.34%,0.013361762615493959
"72 SWEETHEART FAIRY CAKE CASES, PACK OF 60 DINOSAUR CAKE CASES",2,243,1.73%,0.017270788912579958
"72 SWEETHEART FAIRY CAKE CASES, PACK OF 60 PINK PAISLEY CAKE CASES",2,296,2.10%,0.02103766879886283
"60 TEATIME FAIRY CAKE CASES, SET OF 36 TEATIME PAPER DOILIES",2,220,1.56%,0.015636105188343994
"60 TEATIME FAIRY CAKE CASES, SET/5 RED SPOTTY LID GLASS BOWLS",2,137,0.97%,0.009737029140014215
"PACK OF 60 PINK PAISLEY CAKE CASES, SET OF 36 TEATIME PAPER DOILIES",2,113,0.80%,0.008031272210376687
"PACK OF 60 PINK PAISLEY CAKE CASES, SET/5 RED SPOTTY LID GLASS BOWLS",2,104,0.74%,0.0073916133617626155
"PACK OF 72 RETRO SPOT CAKE CASES, RED 3 PIECE MINI DOTS CUTLERY SET",2,113,0.80%,0.008031272210376687
"PACK OF 72 RETRO SPOT CAKE CASES, SET OF 36 TEATIME PAPER DOILIES",2,115,0.82%,0.008173418621179816
"HANGING HEART ZINC T-LIGHT HOLDER, WHITE HANGING HEART T-LIGHT HOLDER",2,253,1.80%,0.017981520966595593
"HANGING JAM JAR T-LIGHT HOLDER, WHITE HANGING HEART T-LIGHT HOLDER",2,146,1.04%,0.010376687988628288
"HOME BUILDING BLOCK WORD, RED HANGING HEART T-LIGHT HOLDER",2,132,0.94%,0.009381663113006396
"HOME BUILDING BLOCK WORD, WHITE HANGING HEART T-LIGHT HOLDER",2,391,2.78%,0.02778962331201137
"RED HANGING HEART T-LIGHT HOLDER, WOOD 2 DRAWER CABINET WHITE FINISH",2,106,0.75%,0.007533759772565742
"RETRO SPOT TEA SET CERAMIC 11 PC, WHITE HANGING HEART T-LIGHT HOLDER",2,129,0.92%,0.009168443496801706
"PACK 20 ENGLISH ROSE PAPER NAPKINS, SET/20 RED SPOTTY PAPER NAPKINS",2,186,1.32%,0.013219616204690832
"PACK 20 ENGLISH ROSE PAPER NAPKINS, WHITE HANGING HEART T-LIGHT HOLDER",2,124,0.88%,0.008813077469793887
"PARTY METAL SIGN, WHITE HANGING HEART T-LIGHT HOLDER",2,115,0.82%,0.008173418621179816
"SET/20 RED SPOTTY PAPER NAPKINS, SET/5 RED SPOTTY LID GLASS BOWLS",2,134,0.95%,0.009523809523809525
"SINGLE HEART ZINC T-LIGHT HOLDER, WHITE HANGING HEART T-LIGHT HOLDER",2,179,1.27%,0.012722103766879886
"SET OF 72 RETRO SPOT PAPER  DOILIES, SET/20 RED SPOTTY PAPER NAPKINS",2,129,0.92%,0.009168443496801706
"VINTAGE SNAP CARDS, WOODEN BOX OF DOMINOES",2,183,1.30%,0.01300639658848614
"JUMBO STORAGE BAG SKULLS, JUMBO STORAGE BAG SUKI",2,273,1.94%,0.019402985074626865
"CHOCOLATE HOT WATER BOTTLE, RED WOOLLY HOTTIE WHITE HEART.",2,161,1.14%,0.011442786069651741
"HOT WATER BOTTLE TEA AND SYMPATHY, RED WOOLLY HOTTIE WHITE HEART.",2,194,1.38%,0.013788201847903341
"RED SPOT HEART HOT WATER BOTTLE, RED WOOLLY HOTTIE WHITE HEART.",2,110,0.78%,0.007818052594171997
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG OWLS",2,175,1.24%,0.012437810945273632
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG STRAWBERRY",2,303,2.15%,0.021535181236673775
"JUMBO  BAG BAROQUE BLACK WHITE, LUNCH BAG CARS BLUE",2,103,0.73%,0.007320540156361052
"JUMBO BAG OWLS, JUMBO BAG PINK VINTAGE PAISLEY",2,121,0.86%,0.008599857853589197
"JUMBO BAG STRAWBERRY, JUMBO BAG WOODLAND ANIMALS",2,141,1.00%,0.010021321961620469
"JUMBO BAG STRAWBERRY, LUNCH BAG CARS BLUE",2,141,1.00%,0.010021321961620469
"JUMBO BAG STRAWBERRY, LUNCH BAG WOODLAND",2,134,0.95%,0.009523809523809525
"JUMBO BAG STRAWBERRY, SET/5 RED SPOTTY LID GLASS BOWLS",2,101,0.72%,0.007178393745557924
"JUMBO BAG STRAWBERRY, STRAWBERRY CHARLOTTE BAG",2,140,1.00%,0.009950248756218905
"LUNCH BAG CARS BLUE, STRAWBERRY CHARLOTTE BAG",2,116,0.82%,0.00824449182658138
"KNITTED UNION FLAG HOT WATER BOTTLE, RED WOOLLY HOTTIE WHITE HEART.",2,212,1.51%,0.015067519545131485
"STRAWBERRY CERAMIC TRINKET BOX, TEA TIME TEA TOWELS",2,104,0.74%,0.0073916133617626155
"BLUE 3 PIECE MINI DOTS CUTLERY SET, WHITE HANGING HEART T-LIGHT HOLDER",2,104,0.74%,0.0073916133617626155
"CHOCOLATE HOT WATER BOTTLE, WHITE SKULL HOT WATER BOTTLE",2,104,0.74%,0.0073916133617626155
"JUMBO STORAGE BAG SKULLS, WHITE HANGING HEART T-LIGHT HOLDER",2,101,0.72%,0.007178393745557924
"CREAM HEART CARD HOLDER, HOME BUILDING BLOCK WORD",2,119,0.85%,0.00845771144278607
"CREAM HEART CARD HOLDER, LOVE BUILDING BLOCK WORD",2,112,0.80%,0.007960199004975124
"HOME BUILDING BLOCK WORD, WOOD S/3 CABINET ANT WHITE FINISH",2,106,0.75%,0.007533759772565742
"HOME BUILDING BLOCK WORD, WOODEN FRAME ANTIQUE WHITE",2,171,1.22%,0.012153518123667377
"HOME BUILDING BLOCK WORD, WOODEN PICTURE FRAME WHITE FINISH",2,133,0.95%,0.00945273631840796
"LOVE BUILDING BLOCK WORD, WOOD S/3 CABINET ANT WHITE FINISH",2,109,0.77%,0.007746979388770434
"LOVE BUILDING BLOCK WORD, WOODEN FRAME ANTIQUE WHITE",2,161,1.14%,0.011442786069651741
"LOVE BUILDING BLOCK WORD, WOODEN PICTURE FRAME WHITE FINISH",2,125,0.89%,0.008884150675195452
"LOVEBIRD HANGING DECORATION WHITE, WHITE HANGING HEART T-LIGHT HOLDER",2,183,1.30%,0.01300639658848614
"60 TEATIME FAIRY CAKE CASES, PACK OF 60 MUSHROOM CAKE CASES",2,204,1.45%,0.014498933901918977
"60 TEATIME FAIRY CAKE CASES, REX CASH+CARRY JUMBO SHOPPER",2,101,0.72%,0.007178393745557924
"60 TEATIME FAIRY CAKE CASES, TEA TIME TEA TOWELS",2,112,0.80%,0.007960199004975124
"PACK OF 60 MUSHROOM CAKE CASES, PACK OF 60 PINK PAISLEY CAKE CASES",2,213,1.51%,0.015138592750533048
"PACK OF 60 MUSHROOM CAKE CASES, PACK OF 72 RETRO SPOT CAKE CASES",2,186,1.32%,0.013219616204690832
"FELTCRAFT BUTTERFLY HEARTS, PINK CREAM FELT CRAFT TRINKET BOX",2,191,1.36%,0.01357498223169865
"FELTCRAFT BUTTERFLY HEARTS, WHITE HANGING HEART T-LIGHT HOLDER",2,164,1.17%,0.011656005685856433
"RED GINGHAM ROSE JEWELLERY BOX, WHITE HANGING HEART T-LIGHT HOLDER",2,149,1.06%,0.010589907604832978
"60 TEATIME FAIRY CAKE CASES, SET OF 72 RETRO SPOT PAPER  DOILIES",2,125,0.89%,0.008884150675195452
"SET OF 36 TEATIME PAPER DOILIES, SET OF 72 RETRO SPOT PAPER  DOILIES",2,129,0.92%,0.009168443496801706
"JUMBO BAG STRAWBERRY, JUMBO STORAGE BAG SKULLS",2,174,1.24%,0.012366737739872069
"JUMBO BAG STRAWBERRY, LUNCH BAG  BLACK SKULL.",2,129,0.92%,0.009168443496801706
"RED HANGING HEART T-LIGHT HOLDER, REX CASH+CARRY JUMBO SHOPPER",2,104,0.74%,0.0073916133617626155
"NO SINGING METAL SIGN, STRAWBERRY CERAMIC TRINKET BOX",2,104,0.74%,0.0073916133617626155
"SET/5 RED SPOTTY LID GLASS BOWLS, STRAWBERRY CERAMIC TRINKET BOX",2,140,1.00%,0.009950248756218905
"FELTCRAFT BUTTERFLY HEARTS, PINK BLUE FELT CRAFT TRINKET BOX",2,155,1.10%,0.01101634683724236
"60 TEATIME FAIRY CAKE CASES, JUMBO BAG STRAWBERRY",2,119,0.85%,0.00845771144278607
"60 TEATIME FAIRY CAKE CASES, JUMBO STORAGE BAG SUKI",2,125,0.89%,0.008884150675195452
"60 TEATIME FAIRY CAKE CASES, PACK 20 ENGLISH ROSE PAPER NAPKINS",2,106,0.75%,0.007533759772565742
"JUMBO BAG OWLS, JUMBO BAG SCANDINAVIAN PAISLEY",2,125,0.89%,0.008884150675195452
"PARTY BUNTING, VINTAGE UNION JACK BUNTING",2,117,0.83%,0.008315565031982943
"HOME BUILDING BLOCK WORD, REX CASH+CARRY JUMBO SHOPPER",2,116,0.82%,0.00824449182658138
"CREAM CUPID HEARTS COAT HANGER, WOOD 2 DRAWER CABINET WHITE FINISH",2,120,0.85%,0.008528784648187633
"CREAM CUPID HEARTS COAT HANGER, WOOD S/3 CABINET ANT WHITE FINISH",2,130,0.92%,0.00923951670220327
"CREAM CUPID HEARTS COAT HANGER, WOODEN FRAME ANTIQUE WHITE",2,148,1.05%,0.010518834399431415
"CREAM CUPID HEARTS COAT HANGER, WOODEN PICTURE FRAME WHITE FINISH",2,146,1.04%,0.010376687988628288
"METAL 4 HOOK HANGER FRENCH CHATEAU, WOODEN FRAME ANTIQUE WHITE",2,107,0.76%,0.007604832977967307
"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN FRAME ANTIQUE WHITE",2,442,3.14%,0.03141435678749112
"WOOD 2 DRAWER CABINET WHITE FINISH, WOODEN PICTURE FRAME WHITE FINISH",2,278,1.98%,0.019758351101634684
"ASSORTED COLOUR BIRD ORNAMENT, HANGING HEART ZINC T-LIGHT HOLDER",2,108,0.77%,0.00767590618336887
"ASSORTED COLOUR BIRD ORNAMENT, STRAWBERRY CERAMIC TRINKET BOX",2,100,0.71%,0.007107320540156361
"ASSORTED COLOUR BIRD ORNAMENT, WOODEN PICTURE FRAME WHITE FINISH",2,117,0.83%,0.008315565031982943
"ASSORTED COLOUR BIRD ORNAMENT, ZINC METAL HEART DECORATION",2,178,1.27%,0.012651030561478323
"BATHROOM METAL SIGN, HOME BUILDING BLOCK WORD",2,114,0.81%,0.00810234541577825
"BATHROOM METAL SIGN, STRAWBERRY CERAMIC TRINKET BOX",2,111,0.79%,0.00788912579957356
"COLOUR GLASS T-LIGHT HOLDER HANGING, HANGING JAM JAR T-LIGHT HOLDER",2,119,0.85%,0.00845771144278607
"COLOUR GLASS T-LIGHT HOLDER HANGING, WHITE HANGING HEART T-LIGHT HOLDER",2,182,1.29%,0.012935323383084577
"HOME BUILDING BLOCK WORD, STRAWBERRY CERAMIC TRINKET BOX",2,105,0.75%,0.007462686567164179
"JUMBO BAG STRAWBERRY, JUMBO BAG TOYS",2,181,1.29%,0.012864250177683013
